id,team_id,team_name,home_team,visiting_team,type,time,result,foul,yellow_card,red_card,possession,shot,pass,pass_rate,most,score,create_time,update_time
74,1,俄罗斯,俄罗斯,西班牙,国际友谊,2017/11/15 02:45:00,3-3,16,0,0,0.37,11(5),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
75,1,俄罗斯,俄罗斯,阿根廷,国际友谊,2017/11/11 21:00:00,0-1,13,0,0,0.33,3(1),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
76,1,俄罗斯,俄罗斯,伊朗,国际友谊,2017/10/10 23:59:00,1-1,16,0,0,0.63,10(6),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
77,1,俄罗斯,俄罗斯,韩国,国际友谊,2017/10/7 22:00:00,4-2,13,2,0,0.48,7(5),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
78,1,俄罗斯,俄罗斯,莫斯科迪纳摩,球会友谊,2017/9/3 22:30:00,3-0,0,0,0,0.48,12(4),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
79,1,俄罗斯,俄罗斯,墨西哥,洲际杯,2017/6/24 23:00:00,1-2,20,5,1,0.4,10(2),0(0),0,0,0,2018/3/9 09:42:22,2018/3/9 09:42:22
80,1,俄罗斯,俄罗斯,葡萄牙,洲际杯,2017/6/21 23:00:00,0-1,13,3,0,0.49,7(0),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
81,1,俄罗斯,俄罗斯,新西兰,洲际杯,2017/6/17 23:00:00,2-0,14,0,0,0.53,13(5),0(0),0,0,12,2018/3/9 09:42:22,2018/3/9 09:42:22
82,1,俄罗斯,俄罗斯,智利,国际友谊,2017/6/9 23:59:00,1-1,16,1,0,0.39,8(4),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
83,1,俄罗斯,匈牙利,俄罗斯,国际友谊,2017/6/6 02:30:00,0-3,19,2,0,0.37,8(4),0(0),0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22
84,1,俄罗斯,俄罗斯,比利时,国际友谊,2017/3/28 23:59:00,3-3,12,0,0,0.34,9(4),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
85,1,俄罗斯,俄罗斯,科特迪瓦,国际友谊,2017/3/24 23:59:00,0-2,15,1,0,0.55,12(4),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
86,1,俄罗斯,俄罗斯,罗马尼亚,国际友谊,2016/11/15 23:59:00,1-0,7,0,0,0.5,11(4),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
87,1,俄罗斯,卡塔尔,俄罗斯,国际友谊,2016/11/10 23:59:00,2-1,13,0,0,0.53,9(3),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
88,1,俄罗斯,俄罗斯,哥斯达黎加,国际友谊,2016/10/9 21:00:00,3-4,12,1,0,0.51,10(7),0(0),0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22
89,1,俄罗斯,俄罗斯,加纳,国际友谊,2016/9/6 23:59:00,1-0,16,1,0,0.44,11(5),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
90,1,俄罗斯,土耳其,俄罗斯,国际友谊,2016/9/1 02:30:00,0-0,13,1,0,0.43,6(2),0(0),0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22
91,1,俄罗斯,俄罗斯,威尔士,欧洲杯,2016/6/21 03:00:00,0-3,9,1,0,0.51,12(3),435(356),0.82,1,4,2018/3/9 09:42:22,2018/3/9 09:42:22
92,1,俄罗斯,俄罗斯,斯洛伐克,欧洲杯,2016/6/15 21:00:00,1-2,8,0,0,0.65,15(2),557(474),0.85,1,6,2018/3/9 09:42:22,2018/3/9 09:42:22
93,1,俄罗斯,英格兰,俄罗斯,欧洲杯,2016/6/12 03:00:00,1-1,16,1,0,0.46,6(2),413(319),0.77,1,4,2018/3/9 09:42:22,2018/3/9 09:42:22
94,1,俄罗斯,塞尔维亚,俄罗斯,国际友谊,2016/6/5 23:59:00,1-1,14,0,0,0.54,9(5),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
95,1,俄罗斯,捷克,俄罗斯,国际友谊,2016/6/1 23:59:00,2-1,12,0,0,0.58,7(4),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
96,1,俄罗斯,法国,俄罗斯,国际友谊,2016/3/30 03:00:00,4-2,16,3,0,0.45,3(2),434(348),0.8,1,1,2018/3/9 09:42:22,2018/3/9 09:42:22
97,1,俄罗斯,俄罗斯,立陶宛,国际友谊,2016/3/26 23:59:00,3-0,7,1,0,0.63,10(4),0(0),0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22
98,1,俄罗斯,俄罗斯,克罗地亚,国际友谊,2015/11/17 23:59:00,1-3,0,0,0,0,0(0),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
99,1,俄罗斯,俄罗斯,葡萄牙,国际友谊,2015/11/14 22:00:00,1-0,0,1,0,0,0(0),0(0),0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22
100,1,俄罗斯,俄罗斯,黑山,欧洲杯,2015/10/12 23:59:00,2-0,5,0,0,0.69,16(7),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
101,1,俄罗斯,摩尔多瓦,俄罗斯,欧洲杯,2015/10/10 02:45:00,1-2,9,2,0,0.62,15(6),0(0),0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22
102,1,俄罗斯,列支敦士登,俄罗斯,欧洲杯,2015/9/9 02:45:00,0-7,11,0,0,0.5,27(13),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
103,1,俄罗斯,俄罗斯,瑞典,欧洲杯,2015/9/5 23:59:00,1-0,16,2,0,0.5,11(6),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
104,1,俄罗斯,俄罗斯,奥地利,欧洲杯,2015/6/14 23:59:00,0-1,11,1,0,0.5,13(6),0(0),0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22
105,1,俄罗斯,俄罗斯,白俄罗斯,国际友谊,2015/6/7 23:00:00,4-2,0,1,0,0,0(0),0(0),0,0,0,2018/3/9 09:42:22,2018/3/9 09:42:22
106,1,俄罗斯,俄罗斯,哈萨克斯坦,国际友谊,2015/4/1 01:00:00,0-0,0,0,0,0,0(0),0(0),0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22
107,1,俄罗斯,黑山,俄罗斯,欧洲杯,2015/3/28 03:45:00,0-3,10,2,0,0.41,7(4),0(0),0,0,7,2018/3/9 09:42:22,2018/3/9 09:42:22
108,1,俄罗斯,匈牙利,俄罗斯,国际友谊,2014/11/19 03:30:00,1-2,0,1,0,0,0(0),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
109,1,俄罗斯,奥地利,俄罗斯,欧洲杯,2014/11/16 01:00:00,1-0,0,2,0,0,0(0),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
110,1,俄罗斯,俄罗斯,摩尔多瓦,欧洲杯,2014/10/12 23:59:00,1-1,0,0,0,0,0(0),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
111,1,俄罗斯,瑞典,俄罗斯,欧洲杯,2014/10/10 02:45:00,1-1,0,2,0,0,0(0),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
112,1,俄罗斯,俄罗斯,列支敦士登,欧洲杯,2014/9/8 23:59:00,4-0,11,0,0,0.66,24(12),0(0),0,0,10,2018/3/9 09:42:22,2018/3/9 09:42:22
113,1,俄罗斯,俄罗斯,阿塞拜疆,国际友谊,2014/9/3 23:00:00,4-0,0,0,0,0,0(0),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
114,1,俄罗斯,阿尔及利亚,俄罗斯,世界杯,2014/6/27 04:00:00,1-1,14,2,0,0.53,10(7),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
115,1,俄罗斯,比利时,俄罗斯,世界杯,2014/6/23 00:00:00,1-0,9,1,0,0.47,13(6),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
116,1,俄罗斯,俄罗斯,韩国,世界杯,2014/6/18 06:00:00,1-1,15,1,0,0.48,16(10),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
117,1,俄罗斯,俄罗斯,摩洛哥,国际友谊,2014/6/6 22:00:00,2-0,15,0,0,0.55,9(3),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
118,1,俄罗斯,挪威,俄罗斯,国际友谊,2014/5/31 22:00:00,1-1,15,1,0,0.55,17(7),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
119,1,俄罗斯,俄罗斯,斯洛伐克,国际友谊,2014/5/26 22:00:00,1-0,14,0,0,0.62,8(2),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
120,1,俄罗斯,俄罗斯,阿美尼亚,球会友谊,2014/3/5 22:00:00,2-0,18,1,0,0.55,15(7),0(0),0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22
121,1,俄罗斯,俄罗斯,韩国,球会友谊,2013/11/19 22:00:00,2-1,0,0,0,0,0(0),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
122,1,俄罗斯,俄罗斯,塞尔维亚,球会友谊,2013/11/16 00:30:00,1-1,0,0,0,0,0(0),0(0),0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22
123,1,俄罗斯,阿塞拜疆,俄罗斯,欧洲预选,2013/10/16 01:00:00,1-1,13,2,0,0.63,20(8),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
124,1,俄罗斯,卢森堡,俄罗斯,欧洲预选,2013/10/12 02:30:00,0-4,10,0,1,0.6,14(4),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
125,1,俄罗斯,俄罗斯,以色列,欧洲预选,2013/9/10 23:00:00,3-1,10,4,0,0.5,7(2),0(0),0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22
126,1,俄罗斯,俄罗斯,卢森堡,欧洲预选,2013/9/6 23:30:00,4-1,13,0,1,0.62,16(7),0(0),0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22
127,1,俄罗斯,北爱尔兰,俄罗斯,欧洲预选,2013/8/15 02:45:00,1-0,7,1,1,0.62,11(0),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
128,1,俄罗斯,葡萄牙,俄罗斯,欧洲预选,2013/6/8 03:45:00,1-0,13,0,0,0.54,7(3),0(0),0,0,4,2018/3/9 09:42:22,2018/3/9 09:42:22
129,1,俄罗斯,巴西,俄罗斯,球会友谊,2013/3/26 03:30:00,1-1,16,1,1,0.47,6(3),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
130,1,俄罗斯,俄罗斯,美国,球会友谊,2012/11/14 23:00:00,2-2,16,1,0,0.37,15(4),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
131,1,俄罗斯,俄罗斯,阿塞拜疆,欧洲预选,2012/10/16 23:00:00,1-0,6,1,1,0.56,15(5),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
132,1,俄罗斯,俄罗斯,葡萄牙,欧洲预选,2012/10/12 23:00:00,1-0,11,2,0,0.37,9(6),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
133,1,俄罗斯,以色列,俄罗斯,欧洲预选,2012/9/12 01:00:00,0-4,11,2,0,0.47,11(5),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
134,1,俄罗斯,俄罗斯,北爱尔兰,欧洲预选,2012/9/7 23:00:00,2-0,4,1,1,0.68,11(6),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
135,1,俄罗斯,俄罗斯,科特迪瓦,球会友谊,2012/8/15 23:00:00,1-1,13,0,0,0.54,9(3),0(0),0,0,5,2018/3/9 09:42:22,2018/3/9 09:42:22
136,1,俄罗斯,希腊,俄罗斯,欧洲杯,2012/6/17 02:45:00,1-0,14,4,1,0.62,25(10),0(0),0,0,12,2018/3/9 09:42:22,2018/3/9 09:42:22
137,1,俄罗斯,波兰,俄罗斯,欧洲杯,2012/6/13 02:45:00,1-1,13,2,0,0.57,7(2),0(0),0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22
138,1,俄罗斯,俄罗斯,捷克,欧洲杯,2012/6/9 02:45:00,4-1,13,3,1,0.51,17(5),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
139,1,俄罗斯,意大利,俄罗斯,球会友谊,2012/6/2 02:45:00,0-3,24,2,1,0.46,18(5),0(0),0,0,8,2018/3/9 09:42:22,2018/3/9 09:42:22
140,1,俄罗斯,立陶宛,俄罗斯,球会友谊,2012/5/30 01:45:00,0-0,17,0,1,0.34,8(3),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
141,1,俄罗斯,俄罗斯,乌拉圭,球会友谊,2012/5/26 00:45:00,1-1,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 09:42:22,2018/3/9 09:42:22
142,1,俄罗斯,丹麦,俄罗斯,球会友谊,2012/3/1 02:45:00,0-2,10,4,1,0.5,14(8),0(0),0,0,2,2018/3/9 09:42:22,2018/3/9 09:42:22
143,1,俄罗斯,俄罗斯,安道尔,欧洲杯,2011/10/12 01:45:00,6-0,12,2,1,0.63,17(10),0(0),0,0,10,2018/3/9 09:42:22,2018/3/9 09:42:22
144,1,俄罗斯,斯洛伐克,俄罗斯,欧洲杯,2011/10/8 02:15:00,0-1,8,2,1,0.55,14(9),0(0),0,0,6,2018/3/9 09:42:22,2018/3/9 09:42:22
145,1,俄罗斯,俄罗斯,爱尔兰,欧洲杯,2011/9/6 23:00:00,0-0,10,1,0,0.62,24(10),0(0),0,0,12,2018/3/9 09:42:22,2018/3/9 09:42:22
146,1,俄罗斯,俄罗斯,马其顿,欧洲杯,2011/9/2 23:59:00,1-0,16,3,1,0.5,12(6),0(0),0,0,1,2018/3/9 09:42:22,2018/3/9 09:42:22
193,2,沙特阿拉伯,沙特阿拉伯,阿曼,海湾运,2017/12/28 23:30:00,0-2,0,2,0,0.69,6(2),0(0),0,0,11,2018/3/9 09:55:24,2018/3/9 09:55:24
194,2,沙特阿拉伯,阿联酋,沙特阿拉伯,海湾运,2017/12/25 22:30:00,0-0,0,1,0,0.55,8(1),0(0),0,0,4,2018/3/9 09:55:24,2018/3/9 09:55:24
195,2,沙特阿拉伯,科威特,沙特阿拉伯,海湾运,2017/12/22 23:35:00,1-2,0,4,0,0.56,8(3),0(0),0,0,4,2018/3/9 09:55:24,2018/3/9 09:55:24
196,2,沙特阿拉伯,保加利亚,沙特阿拉伯,国际友谊,2017/11/14 01:00:00,1-0,16,0,1,0.42,8(6),0(0),0,0,5,2018/3/9 09:55:24,2018/3/9 09:55:24
197,2,沙特阿拉伯,葡萄牙,沙特阿拉伯,国际友谊,2017/11/11 04:45:00,3-0,5,1,0,0.41,3(1),0(0),0,0,0,2018/3/9 09:55:24,2018/3/9 09:55:24
198,2,沙特阿拉伯,沙特阿拉伯,加纳,国际友谊,2017/10/11 01:15:00,0-3,0,2,0,0,4(3),0(0),0,0,5,2018/3/9 09:55:24,2018/3/9 09:55:24
199,2,沙特阿拉伯,沙特阿拉伯,牙买加,国际友谊,2017/10/8 01:15:00,5-2,0,0,0,0,12(9),0(0),0,0,2,2018/3/9 09:55:24,2018/3/9 09:55:24
200,2,沙特阿拉伯,沙特阿拉伯,日本,亚洲预选,2017/9/6 01:30:00,1-0,16,1,0,0.51,12(3),0(0),0,0,1,2018/3/9 09:55:24,2018/3/9 09:55:24
201,2,沙特阿拉伯,阿联酋,沙特阿拉伯,亚洲预选,2017/8/30 00:30:00,2-1,11,1,0,0.55,9(3),0(0),0,0,11,2018/3/9 09:55:24,2018/3/9 09:55:24
202,2,沙特阿拉伯,澳大利亚,沙特阿拉伯,亚洲预选,2017/6/8 18:00:00,3-2,18,0,0,0.44,11(6),0(0),0,0,1,2018/3/9 09:55:24,2018/3/9 09:55:24
203,2,沙特阿拉伯,沙特阿拉伯,伊拉克,亚洲预选,2017/3/29 01:30:00,1-0,7,2,0,0.54,5(1),0(0),0,0,6,2018/3/9 09:55:24,2018/3/9 09:55:24
204,2,沙特阿拉伯,泰国,沙特阿拉伯,亚洲预选,2017/3/23 20:00:00,0-3,9,0,0,0.47,7(3),0(0),0,0,2,2018/3/9 09:55:24,2018/3/9 09:55:24
205,2,沙特阿拉伯,沙特阿拉伯,斯洛文尼亚B队,国际友谊,2017/1/10 23:00:00,0-0,0,2,0,0.66,10(3),0(0),0,0,4,2018/3/9 09:55:24,2018/3/9 09:55:24
206,2,沙特阿拉伯,日本,沙特阿拉伯,亚洲预选,2016/11/15 18:35:00,2-1,11,5,1,0.46,2(2),0(0),0,0,1,2018/3/9 09:55:25,2018/3/9 09:55:25
207,2,沙特阿拉伯,沙特阿拉伯,阿联酋,亚洲预选,2016/10/12 01:45:00,3-0,6,1,0,0.54,16(7),0(0),0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25
208,2,沙特阿拉伯,沙特阿拉伯,澳大利亚,亚洲预选,2016/10/7 01:45:00,2-2,12,1,0,0.41,12(4),0(0),0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25
209,2,沙特阿拉伯,伊拉克,沙特阿拉伯,亚洲预选,2016/9/6 19:00:00,1-2,0,1,0,0.55,7(3),0(0),0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25
210,2,沙特阿拉伯,沙特阿拉伯,泰国,亚洲预选,2016/9/2 01:30:00,1-0,0,2,0,0.64,12(5),0(0),0,0,10,2018/3/9 09:55:25,2018/3/9 09:55:25
211,2,沙特阿拉伯,沙特阿拉伯,老挝,国际友谊,2016/8/25 00:30:00,4-0,0,1,0,0,18(8),0(0),0,0,9,2018/3/9 09:55:25,2018/3/9 09:55:25
212,2,沙特阿拉伯,阿联酋,沙特阿拉伯,亚洲预选,2016/3/29 23:00:00,1-1,0,1,0,0.5,7(3),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
213,2,沙特阿拉伯,沙特阿拉伯,马来西亚,亚洲预选,2016/3/25 01:30:00,2-0,0,0,0,0.77,27(14),0(0),0,0,16,2018/3/9 09:55:25,2018/3/9 09:55:25
214,2,沙特阿拉伯,东帝汶,沙特阿拉伯,亚洲预选,2015/11/17 15:00:00,0-10,0,0,0,0,0(0),0(0),0,0,12,2018/3/9 09:55:25,2018/3/9 09:55:25
215,2,沙特阿拉伯,巴勒斯坦,沙特阿拉伯,亚洲预选,2015/11/9 22:00:00,0-0,0,0,0,0,0(0),0(0),0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25
216,2,沙特阿拉伯,沙特阿拉伯,阿联酋,亚洲预选,2015/10/9 01:00:00,2-1,0,2,0,0,0(0),0(0),0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25
217,2,沙特阿拉伯,马来西亚,沙特阿拉伯,亚洲预选,2015/9/8 20:45:00,0-3,0,0,0,0,0(0),0(0),0,0,7,2018/3/9 09:55:25,2018/3/9 09:55:25
218,2,沙特阿拉伯,沙特阿拉伯,东帝汶,亚洲预选,2015/9/4 01:40:00,7-0,0,0,0,0,0(0),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
219,2,沙特阿拉伯,沙特阿拉伯,巴勒斯坦,亚洲预选,2015/6/12 02:00:00,3-2,0,0,0,0,0(0),0(0),0,0,5,2018/3/9 09:55:25,2018/3/9 09:55:25
220,2,沙特阿拉伯,沙特阿拉伯,约旦,国际友谊,2015/3/30 23:30:00,2-1,0,0,0,0,0(0),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
221,2,沙特阿拉伯,乌兹别克,沙特阿拉伯,亚洲杯,2015/1/18 17:00:00,3-1,0,3,0,0,0(0),0(0),0,0,1,2018/3/9 09:55:25,2018/3/9 09:55:25
222,2,沙特阿拉伯,朝鲜,沙特阿拉伯,亚洲杯,2015/1/14 15:00:00,1-4,0,0,0,0,0(0),0(0),0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25
223,2,沙特阿拉伯,沙特阿拉伯,中国,亚洲杯,2015/1/10 17:00:00,0-1,0,3,0,0,0(0),0(0),0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25
224,2,沙特阿拉伯,沙特阿拉伯,韩国,国际友谊,2015/1/4 17:00:00,0-2,0,1,0,0,0(0),0(0),0,0,7,2018/3/9 09:55:25,2018/3/9 09:55:25
225,2,沙特阿拉伯,巴林,沙特阿拉伯,国际友谊,2014/12/30 16:00:00,4-1,0,1,0,0,0(0),0(0),0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25
226,2,沙特阿拉伯,沙特阿拉伯,卡塔尔,海湾运,2014/11/27 00:45:00,1-2,0,2,0,0,0(0),0(0),0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25
227,2,沙特阿拉伯,沙特阿拉伯,阿联酋,海湾运,2014/11/24 02:00:00,3-2,0,2,0,0,0(0),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
228,2,沙特阿拉伯,沙特阿拉伯,也门,海湾运,2014/11/20 00:45:00,1-0,0,2,0,0,0(0),0(0),0,0,11,2018/3/9 09:55:25,2018/3/9 09:55:25
229,2,沙特阿拉伯,沙特阿拉伯,巴林,海湾运,2014/11/17 01:15:00,3-0,0,1,0,0,0(0),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
230,2,沙特阿拉伯,沙特阿拉伯,卡塔尔,海湾运,2014/11/13 23:59:00,1-1,0,3,0,0,0(0),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
231,2,沙特阿拉伯,沙特阿拉伯,巴勒斯坦,国际友谊,2014/11/6 23:59:00,2-0,0,1,0,0,0(0),0(0),0,0,8,2018/3/9 09:55:25,2018/3/9 09:55:25
232,2,沙特阿拉伯,沙特阿拉伯,黎巴嫩,国际友谊,2014/10/15 01:15:00,1-1,0,0,0,0,0(0),0(0),0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25
233,2,沙特阿拉伯,沙特阿拉伯,乌拉圭,国际友谊,2014/10/11 01:15:00,1-1,0,2,0,0,0(0),0(0),0,0,4,2018/3/9 09:55:25,2018/3/9 09:55:25
234,2,沙特阿拉伯,沙特阿拉伯,澳大利亚,国际友谊,2014/9/9 03:00:00,2-3,19,1,0,0.33,10(5),0(0),0,0,2,2018/3/9 09:55:25,2018/3/9 09:55:25
235,2,沙特阿拉伯,沙特阿拉伯,格鲁吉亚,国际友谊,2014/5/30 03:00:00,0-2,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 09:55:25,2018/3/9 09:55:25
236,2,沙特阿拉伯,沙特阿拉伯,摩尔多瓦,国际友谊,2014/5/24 23:59:00,0-4,0,0,0,0,0(0),0(0),0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25
237,2,沙特阿拉伯,沙特阿拉伯,印度尼西亚,亚洲杯,2014/3/6 01:30:00,1-0,9,2,2,0.63,9(4),0(0),0,0,6,2018/3/9 09:55:25,2018/3/9 09:55:25
238,2,沙特阿拉伯,沙特阿拉伯,阿根廷,球会友谊,2012/11/15 01:00:00,0-0,0,0,0,0,0(0),0(0),0,0,0,2018/3/9 09:55:25,2018/3/9 09:55:25
239,3,埃及,加纳,埃及,非洲预选,2017/11/12 23:30:00,1-1,10,2,0,0.41,5(4),0(0),0,0,4,2018/3/9 09:56:30,2018/3/9 09:56:30
240,3,埃及,埃及,刚果,非洲预选,2017/10/9 01:00:00,2-1,7,1,0,0.59,15(6),0(0),0,0,8,2018/3/9 09:56:31,2018/3/9 09:56:31
241,3,埃及,埃及,乌干达,非洲预选,2017/9/6 02:00:00,1-0,16,0,0,0.56,9(5),0(0),0,0,4,2018/3/9 09:56:31,2018/3/9 09:56:31
242,3,埃及,乌干达,埃及,非洲预选,2017/8/31 21:00:00,1-0,6,0,0,0,4(2),0(0),0,0,6,2018/3/9 09:56:31,2018/3/9 09:56:31
243,3,埃及,摩洛哥,埃及,非国锦标,2017/8/19 03:00:00,3-1,0,2,0,0,1(1),0(0),0,0,2,2018/3/9 09:56:31,2018/3/9 09:56:31
244,3,埃及,埃及,摩洛哥,非国锦标,2017/8/14 01:00:00,1-1,0,3,0,0.46,4(3),0(0),0,0,8,2018/3/9 09:56:31,2018/3/9 09:56:31
245,3,埃及,突尼斯,埃及,非洲杯,2017/6/12 06:00:00,1-0,0,4,0,0.39,3(1),0(0),0,0,2,2018/3/9 09:56:31,2018/3/9 09:56:31
246,3,埃及,埃及,也门,国际友谊,2017/5/13 23:00:00,1-0,0,0,1,0,0(0),0(0),0,0,0,2018/3/9 09:56:31,2018/3/9 09:56:31
247,3,埃及,埃及,多哥,国际友谊,2017/3/28 23:59:00,3-0,0,0,0,0.43,10(5),0(0),0,0,3,2018/3/9 09:56:31,2018/3/9 09:56:31
248,3,埃及,埃及,喀麦隆,非洲杯,2017/2/6 03:00:00,1-2,11,1,0,0.43,4(2),0(0),0,0,0,2018/3/9 09:56:31,2018/3/9 09:56:31
249,3,埃及,布基纳法索,埃及,非洲杯,2017/2/2 03:00:00,1-1,16,2,0,0.36,6(2),0(0),0,0,2,2018/3/9 09:56:31,2018/3/9 09:56:31
250,3,埃及,埃及,摩洛哥,非洲杯,2017/1/30 03:00:00,1-0,17,2,0,0.51,5(4),0(0),0,0,3,2018/3/9 09:56:31,2018/3/9 09:56:31
251,3,埃及,埃及,加纳,非洲杯,2017/1/26 03:00:00,1-0,18,2,0,0.4,7(1),0(0),0,0,2,2018/3/9 09:56:31,2018/3/9 09:56:31
252,3,埃及,埃及,乌干达,非洲杯,2017/1/22 03:00:00,1-0,12,1,0,0.53,11(3),0(0),0,0,3,2018/3/9 09:56:31,2018/3/9 09:56:31
253,3,埃及,马里,埃及,非洲杯,2017/1/18 03:00:00,0-0,17,2,0,0.49,7(4),0(0),0,0,3,2018/3/9 09:56:31,2018/3/9 09:56:31
254,3,埃及,埃及,突尼斯,国际友谊,2017/1/8 23:59:00,1-0,0,1,0,0.44,2(1),0(0),0,0,2,2018/3/9 09:56:31,2018/3/9 09:56:31
255,3,埃及,埃及,加纳,非洲预选,2016/11/13 23:59:00,2-0,0,0,0,0.42,5(3),0(0),0,0,4,2018/3/9 09:56:31,2018/3/9 09:56:31
256,3,埃及,刚果,埃及,非洲预选,2016/10/9 22:30:00,1-2,12,1,0,0.46,7(5),0(0),0,0,7,2018/3/9 09:56:31,2018/3/9 09:56:31
257,3,埃及,南非,埃及,国际友谊,2016/9/7 01:00:00,1-0,0,0,0,0.5,6(1),0(0),0,0,8,2018/3/9 09:56:31,2018/3/9 09:56:31
258,3,埃及,埃及,几内亚,国际友谊,2016/8/31 02:30:00,1-1,0,3,0,0,1(1),0(0),0,0,1,2018/3/9 09:56:31,2018/3/9 09:56:31
259,3,埃及,坦桑尼亚,埃及,非洲杯,2016/6/4 21:00:00,0-2,0,2,0,0,4(3),0(0),0,0,3,2018/3/9 09:56:31,2018/3/9 09:56:31
260,3,埃及,埃及,尼日利亚,非洲杯,2016/3/30 01:00:00,1-0,0,2,0,0.5,8(5),0(0),0,0,5,2018/3/9 09:56:31,2018/3/9 09:56:31
261,3,埃及,尼日利亚,埃及,非洲杯,2016/3/25 23:59:00,1-1,0,1,0,0,4(2),0(0),0,0,3,2018/3/9 09:56:31,2018/3/9 09:56:31
